0, KNN, 0.8331756543677074
0, NB, 0.7336802270577105
0, MLP, 0.8435824660990224
0, AD, 0.8131504257332072
0, SVM, 0.8434247871333964
0, Soma, 0.8440555029959004
0, Voto Majorit�rio, 0.8454746136865342
0, Borda Count, 0.1934720908230842

1, KNN, 0.8358561967833491
1, NB, 0.760327972248502
1, MLP, 0.8450015767896563
1, AD, 0.8060548722800378
1, SVM, 0.8435824660990224
1, Soma, 0.8437401450646483
1, Voto Majorit�rio, 0.8431094292021445
1, Borda Count, 0.1761274046042258

2, KNN, 0.8377483443708609
2, NB, 0.7425102491327656
2, MLP, 0.846893724377168
2, AD, 0.804635761589404
2, SVM, 0.8467360454115421
2, Soma, 0.848470514033428
2, Voto Majorit�rio, 0.847524440239672
2, Borda Count, 0.19615263323872595

3, KNN, 0.8328602964364554
3, NB, 0.7541784925890886
3, MLP, 0.8350678019552191
3, AD, 0.8085777357300536
3, SVM, 0.8423210343740145
3, Soma, 0.8454746136865342
3, Voto Majorit�rio, 0.8424787133396405
3, Borda Count, 0.18953011668243455

4, KNN, 0.8300220750551877
4, NB, 0.7477136549984232
4, MLP, 0.8472090823084201
4, AD, 0.8062125512456638
4, SVM, 0.8442131819615263
4, Soma, 0.8448438978240302
4, Voto Majorit�rio, 0.8461053295490382
4, Borda Count, 0.1838536739198991

5, KNN, 0.8317565436770735
5, NB, 0.7563859981078525
5, MLP, 0.8465783664459161
5, AD, 0.7956480605487228
5, SVM, 0.847051403342794
5, Soma, 0.8486281929990539
5, Voto Majorit�rio, 0.8486281929990539
5, Borda Count, 0.17691579943235572

6, KNN, 0.8352254809208451
6, NB, 0.7585935036266163
6, MLP, 0.8473667612740461
6, AD, 0.8096814884894356
6, SVM, 0.8427940712708925
6, Soma, 0.8467360454115421
6, Voto Majorit�rio, 0.8461053295490382
6, Borda Count, 0.1783349101229896

7, KNN, 0.8344370860927153
7, NB, 0.751024913276569
7, MLP, 0.8492589088615579
7, AD, 0.8052664774519079
7, SVM, 0.8451592557552823
7, Soma, 0.8492589088615579
7, Voto Majorit�rio, 0.848470514033428
7, Borda Count, 0.18211920529801323

8, KNN, 0.8333333333333334
8, NB, 0.7669504888047934
8, MLP, 0.848312835067802
8, AD, 0.8068432671081678
8, SVM, 0.847682119205298
8, Soma, 0.847839798170924
8, Voto Majorit�rio, 0.848155156102176
8, Borda Count, 0.17139703563544623

9, KNN, 0.8279722485020499
9, NB, 0.7620624408703879
9, MLP, 0.8464206874802901
9, AD, 0.8099968464206875
9, SVM, 0.8465783664459161
9, Soma, 0.8462630085146642
9, Voto Majorit�rio, 0.847524440239672
9, Borda Count, 0.17218543046357615

10, KNN, 0.8377483443708609
10, NB, 0.7563859981078525
10, MLP, 0.8248186691895301
10, AD, 0.8030589719331441
10, SVM, 0.8457899716177862
10, Soma, 0.8421633554083885
10, Voto Majorit�rio, 0.8456322926521602
10, Borda Count, 0.1892147587511826

11, KNN, 0.8330179754020813
11, NB, 0.73919899085462
11, MLP, 0.8446862188584043
11, AD, 0.8025859350362662
11, SVM, 0.8438978240302744
11, Soma, 0.8453169347209082
11, Voto Majorit�rio, 0.8451592557552823
11, Borda Count, 0.19662567013560392

12, KNN, 0.8304951119520656
12, NB, 0.7540208136234626
12, MLP, 0.8445285398927783
12, AD, 0.8074739829706717
12, SVM, 0.8473667612740461
12, Soma, 0.8413749605802586
12, Voto Majorit�rio, 0.847524440239672
12, Borda Count, 0.1761274046042258

13, KNN, 0.8325449385052034
13, NB, 0.7447177546515295
13, MLP, 0.8415326395458845
13, AD, 0.8109429202144434
13, SVM, 0.8438978240302744
13, Soma, 0.8421633554083885
13, Voto Majorit�rio, 0.8462630085146642
13, Borda Count, 0.1903185115105645

14, KNN, 0.8320719016083254
14, NB, 0.7444023967202775
14, MLP, 0.8451592557552823
14, AD, 0.8062125512456638
14, SVM, 0.8462630085146642
14, Soma, 0.846893724377168
14, Voto Majorit�rio, 0.8465783664459161
14, Borda Count, 0.18858404288867864

15, KNN, 0.836171554714601
15, NB, 0.7458215074109114
15, MLP, 0.8451592557552823
15, AD, 0.8163040050457269
15, SVM, 0.8442131819615263
15, Soma, 0.8461053295490382
15, Voto Majorit�rio, 0.8459476505834121
15, Borda Count, 0.18558814254178493

16, KNN, 0.836959949542731
16, NB, 0.7571743929359823
16, MLP, 0.8429517502365185
16, AD, 0.7969094922737306
16, SVM, 0.8426363923052664
16, Soma, 0.8427940712708925
16, Voto Majorit�rio, 0.8421633554083885
16, Borda Count, 0.17896562598549354

17, KNN, 0.8352254809208451
17, NB, 0.7631661936297698
17, MLP, 0.8438978240302744
17, AD, 0.8076316619362977
17, SVM, 0.8438978240302744
17, Soma, 0.8443708609271523
17, Voto Majorit�rio, 0.8451592557552823
17, Borda Count, 0.17108167770419427

18, KNN, 0.8327026174708294
18, NB, 0.7544938505203406
18, MLP, 0.8445285398927783
18, AD, 0.7978555660674866
18, SVM, 0.8432671081677704
18, Soma, 0.8426363923052664
18, Voto Majorit�rio, 0.8435824660990224
18, Borda Count, 0.17928098391674552

19, KNN, 0.8342794071270893
19, NB, 0.7585935036266163
19, MLP, 0.8462630085146642
19, AD, 0.8142541784925891
19, SVM, 0.8431094292021445
19, Soma, 0.8456322926521602
19, Voto Majorit�rio, 0.848155156102176
19, Borda Count, 0.17455061494796595

#teste
1, KNN, 0.8406940063091483
1, NB, 0.1309148264984227
1, MLP, 0.8501577287066246
1, AD, 0.8186119873817035
1, SVM, 0.8422712933753943
1, Soma, 0.8422712933753943
1, Voto Majoritário, 0.8438485804416404
1, Borda Count, 0.8406940063091483
1, KNN, 0.8406940063091483
1, NB, 0.1309148264984227
1, MLP, 0.8501577287066246
1, AD, 0.8186119873817035
1, SVM, 0.8422712933753943
1, Soma, 0.8422712933753943
1, Voto Majoritário, 0.8438485804416404
1, Borda Count, 0.8406940063091483
1, KNN, 0.8406940063091483
1, NB, 0.1309148264984227
1, MLP, 0.8391167192429022
1, AD, 0.8107255520504731
1, SVM, 0.8422712933753943
1, Soma, 0.8375394321766562
1, Voto Majoritário, 0.8422712933753943
1, Borda Count, 0.8406940063091483
